Epoch	Sims	CorrectCommits	HonestWins	WinPercentage	AverageRounds	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
23	181	249	29	0.16022099447513813	21.403314917127073	100.96133	97.70301	325.1	-673.7	20.403315	-5.4894238	19.821056	26.935678	-82.02585	144000.0	1.153393e-08	57759.7	-0.002518117	-2607.4375	0.35417217	0.005769951	0.056616195	79.0	94.99980115890503
24	224	326	47	0.20982142857142858	16.727678571428573	95.69822	51.80703	276.2	2.6	15.727678	-22.996191	35.171246	23.050695	-160.40369	150000.0	-4.8830945e-08	1049.3092	-0.006800464	-183.89093	0.41956607	0.002073857	0.043083526	79.0	98.71713995933533
25	175	247	34	0.19428571428571428	21.982857142857142	108.94	89.32035	278.8	-823.8	20.982857	-15.279003	32.20535	22.65476	-148.5029	156000.0	1.2938401e-08	30092.97	-0.00085173175	-833.16406	0.35762182	0.0015211437	0.022727273	79.0	102.91095209121704
26	191	268	44	0.23036649214659685	19.994764397905758	111.24137	60.646526	285.7	-3.2	18.994764	-5.7175364	14.475821	28.90131	-31.108162	162000.0	-6.3935836e-08	381.00134	-0.017751021	-71.29947	0.3768223	0.015914243	0.094042346	18.0	106.3423502445221
27	103	147	17	0.1650485436893204	36.74757281553398	125.0	190.06667	321.1	-987.3	35.747574	0.051197555	11.402167	24.687756	-27.932018	168000.0	-4.56836e-09	87142.38	-0.0012985959	-3414.9453	0.23628756	0.002975492	0.04155034	79.0	110.52871131896973
28	144	166	17	0.11805555555555555	25.92361111111111	125.27848	91.711235	317.5	-719.0	24.92361	-23.921692	36.398674	12.892985	-161.22794	174000.0	2.692268e-09	28952.646	-0.0021586062	-535.4082	0.28498754	0.001954493	0.027796162	79.0	114.80855131149292
29	156	216	41	0.26282051282051283	24.75	112.74166	109.57123	265.4	-696.5	23.75	-22.783674	37.024582	7.9463825	-154.48854	180000.0	8.815851e-09	58418.348	-0.0025552055	-662.6953	0.29783857	0.0043720636	0.061244488	79.0	118.8985710144043
30	208	301	52	0.25	18.610576923076923	101.71923	58.474285	311.0	8.0	17.610577	-25.997578	33.517075	2.881288	-143.33777	186000.0	-6.946956e-08	1146.7527	-0.004728432	-513.4266	0.37973204	0.0023379293	0.033167496	79.0	123.52225518226624
31	184	300	65	0.3532608695652174	20.79891304347826	104.77065	97.60557	299.6	-953.4	19.798914	-8.923971	17.4505	3.6452804	-102.18085	192000.0	8.598443e-09	29473.176	-0.012634738	-1818.6953	0.3307561	0.01179201	0.07146419	79.0	127.92056608200073
32	178	212	37	0.20786516853932585	21.308988764044944	111.402245	86.05014	279.0	-714.8	20.308989	-3.9263983	8.314598	12.489174	-111.50928	198000.0	-9.654895e-09	29217.207	-0.0015381882	-908.78906	0.3288438	0.005401358	0.063609466	79.0	132.2059199810028
33	127	180	31	0.2440944881889764	29.503937007874015	115.789764	157.89745	318.9	-926.1	28.503937	-14.501064	24.316742	7.481372	-92.59561	204000.0	2.4039082e-10	86606.375	-0.0030560684	-4193.297	0.25893253	0.0069885957	0.04615131	79.0	137.13766813278198
34	169	235	50	0.2958579881656805	22.23076923076923	120.38638	60.494	319.0	8.0	21.23077	-40.09867	42.076443	8.241875	-152.1842	210000.0	2.4422308e-08	1888.5507	-0.004436458	-1285.175	0.33942595	0.002357831	0.026167605	79.0	142.5267152786255
35	192	294	58	0.3020833333333333	19.083333333333332	101.56771	78.76962	289.0	-711.7	18.083334	-10.081982	13.336463	3.1080637	-65.67386	216000.0	-9.831295e-09	29798.771	-0.00355572	-417.5918	0.347205	0.004840123	0.052962594	79.0	146.975839138031
36	171	233	45	0.2631578947368421	22.54385964912281	112.13391	114.903	307.2	-905.1	21.54386	-1.6306953	2.702012	6.575508	-10.150103	222000.0	-3.898721e-09	58034.86	-0.002772935	-1516.1523	0.30529046	0.005788232	0.073898084	79.0	151.76783514022827
37	221	336	71	0.3212669683257919	17.56108597285068	99.094124	57.627937	291.1	8.2	16.561087	-9.22434	19.056349	19.587206	-82.6256	228000.0	-2.1082347e-08	557.8513	-0.012459458	-159.57007	0.39105758	0.011190734	0.083693124	79.0	157.02902102470398
38	166	237	47	0.28313253012048195	22.650602409638555	115.40784	94.69518	280.4	-890.4	21.650602	-3.8855495	14.287666	31.50471	-57.16864	234000.0	-9.889042e-09	29159.371	-0.0023402118	-98.47266	0.2917578	0.0011521037	0.03117783	79.0	161.70532727241516
39	150	220	49	0.32666666666666666	24.973333333333333	120.253334	88.733376	308.8	-650.9	23.973333	-3.2942054	13.15358	29.329367	-41.325058	240000.0	4.7319935e-09	29724.428	-0.0024426281	-629.0117	0.2925935	0.0025344065	0.025611559	79.0	167.03977227210999
40	145	209	46	0.31724137931034485	26.613793103448277	122.15862	117.76046	320.4	-766.4	25.613792	-6.4928303	5.959764	2.6658347	-25.859285	246000.0	9.949518e-09	57876.008	-0.003393768	-2411.961	0.29478276	0.015120391	0.06743958	63.0	171.98942708969116
41	242	354	81	0.3347107438016529	16.326446280991735	96.95123	52.205975	270.5	8.0	15.326447	-27.63924	29.873814	3.133706	-120.19849	252000.0	-4.6440068e-08	1175.8207	-0.005920508	-763.8119	0.40221363	0.0026526258	0.03202377	79.0	177.08393120765686
42	196	285	67	0.34183673469387754	18.8265306122449	103.70101	87.999374	270.7	-858.8	17.82653	-10.274891	11.255961	11.253047	-53.63926	258000.0	-6.4834618e-09	29451.758	-0.00951933	-292.23047	0.35068986	0.015824212	0.0732273	75.0	181.9658272266388
43	264	348	88	0.3333333333333333	14.56439393939394	87.85454	53.3903	325.6	2.6	13.564394	-4.5726976	6.5889044	16.108585	-26.792824	264000.0	-1.1550689e-07	311.3218	-0.02871202	-38.373505	0.41501534	0.017668642	0.13153961	7.0	186.25908207893372
44	144	220	52	0.3611111111111111	26.770833333333332	119.10348	130.61815	325.4	-953.4	25.770834	-2.4607985	6.7231526	23.470018	-28.522022	270000.0	3.6198233e-09	57702.54	-0.0008354032	-1767.7109	0.28922823	0.0048112296	0.056622192	79.0	191.4078152179718
45	113	177	44	0.3893805309734513	32.8141592920354	93.023895	228.19571	304.9	-1039.7	31.81416	-26.483673	29.933298	46.00441	-110.73429	276000.0	-7.570514e-09	170274.69	-0.0052544773	-4720.6875	0.22916248	0.01510801	0.045499343	76.0	196.64964413642883
46	179	256	68	0.37988826815642457	21.06145251396648	122.348045	57.62378	318.1	-0.5	20.061453	-48.448788	43.664524	-2.5013485	-209.7886	282000.0	-6.3588836e-08	2222.7644	-0.0044087777	-1441.806	0.3316079	0.0028201255	0.022889368	79.0	202.1184823513031
47	182	274	67	0.36813186813186816	20.445054945054945	116.880775	56.52697	286.6	16.5	19.445055	-17.816769	19.358053	32.651154	-85.75839	288000.0	4.121987e-08	744.3273	-0.006791446	-250.56549	0.33243066	0.0019969586	0.075327694	79.0	208.87932229042053
48	148	199	51	0.34459459459459457	25.58783783783784	121.163506	95.886246	287.6	-766.8	24.587837	-6.9253583	14.626812	76.35218	-58.413036	294000.0	2.2646072e-09	29400.234	-0.007543737	-276.64844	0.27455905	0.007317618	0.048084896	79.0	214.87395000457764
49	152	207	56	0.3684210526315789	25.151315789473685	106.86316	167.46646	339.7	-1030.1	24.151316	0.6297075	15.249352	72.6089	-33.117973	300000.0	7.1021016e-09	117245.734	-0.0026057023	-3383.9375	0.28462347	0.0059387963	0.04825428	79.0	220.58256220817566
50	198	263	64	0.32323232323232326	19.292929292929294	105.67929	101.21048	300.5	-1083.9	18.292929	-21.648937	19.62559	9.448416	-71.027534	306000.0	6.3062306e-09	29136.174	-0.0019326865	-81.9707	0.35175127	0.0028846825	0.031213872	79.0	227.46213102340698
51	206	311	90	0.4368932038834951	18.699029126213592	102.30729	98.397736	287.6	-1083.9	17.69903	-16.739502	23.67715	44.056946	-68.52201	312000.0	7.580425e-09	29197.61	-0.0027619896	-101.97656	0.34990895	0.0036195598	0.045311205	79.0	233.68290305137634
52	203	289	84	0.41379310344827586	18.699507389162562	106.956154	56.959854	327.1	8.0	17.699507	-13.430971	22.130234	38.8435	-67.742836	318000.0	-1.8388352e-08	655.19214	-0.011564077	-200.07886	0.34076482	0.016384354	0.10057803	13.0	239.63110303878784
53	112	155	43	0.38392857142857145	32.69642857142857	117.675	179.59056	281.3	-975.9	31.696428	-6.7416472	17.175856	41.363167	-40.49903	324000.0	8.5732035e-09	89404.61	-0.007438775	-3607.0469	0.22608933	0.013992829	0.05275305	79.0	247.24452114105225
54	182	298	85	0.46703296703296704	20.774725274725274	118.615944	59.01951	298.3	2.6	19.774725	-13.200463	12.845243	7.625561	-55.809486	330000.0	6.846586e-08	588.94464	-0.009548832	-78.84479	0.33241668	0.0048555504	0.082318075	79.0	256.5127680301666
55	131	177	47	0.35877862595419846	28.290076335877863	89.98931	189.9426	331.4	-876.3	27.290077	-11.738658	12.57452	12.515589	-50.8099	336000.0	1.515041e-10	171607.92	-0.0054859715	-4139.2344	0.25382465	0.012806074	0.06001968	79.0	265.98883509635925
56	204	293	82	0.4019607843137255	18.235294117647058	106.83334	51.22126	259.1	2.1	17.235294	-19.68823	31.836847	33.720947	-109.26128	342000.0	9.208026e-09	1088.2273	-0.006955412	-191.71619	0.3509919	0.0013640863	0.029568106	79.0	273.8308322429657
57	170	233	67	0.3941176470588235	22.33529411764706	127.48176	54.946346	283.8	29.0	21.335295	-13.995838	31.497604	34.551163	-103.29411	348000.0	-4.1922362e-08	940.66766	-0.0044734487	-211.6206	0.3063478	0.0008969447	0.01612099	79.0	282.37336230278015
58	153	245	71	0.46405228758169936	25.88235294117647	127.02418	118.80108	359.8	-788.3	24.882353	-11.429769	25.19308	30.991364	-90.91153	354000.0	4.4881183e-09	59598.195	-0.0026582205	-1758.4609	0.2836565	0.006715592	0.054704234	79.0	290.1553132534027
59	217	289	86	0.39631336405529954	17.211981566820278	102.92904	50.693333	254.3	8.2	16.21198	-18.14885	16.756582	38.086174	-77.06535	360000.0	-1.1675521e-07	695.0374	-0.012802044	-129.86255	0.3528606	0.0036489666	0.101284586	79.0	297.4937150478363
60	159	233	63	0.39622641509433965	23.78616352201258	125.6478	89.950294	308.0	-743.6	22.786163	-14.301205	14.558088	33.267353	-67.210106	366000.0	1.1867746e-09	28905.303	-0.0037321448	-242.90234	0.2994946	0.0022056296	0.022141442	79.0	305.15462827682495
61	166	251	77	0.463855421686747	22.96385542168675	117.26627	94.68717	294.0	-859.8	21.963856	-7.273229	14.07355	31.520727	-85.683914	372000.0	-9.929986e-09	29698.1	-0.00053551904	-186.16406	0.2893717	0.0015134846	0.013278008	79.0	313.8683650493622
62	139	209	67	0.48201438848920863	26.568345323741006	95.943886	192.39905	319.6	-972.3	25.568346	-5.490306	15.173113	30.85117	-73.77875	378000.0	4.7976756e-09	146003.55	-0.0036668244	-3351.375	0.2667858	0.015140145	0.05777189	56.0	319.28098607063293
63	227	373	118	0.5198237885462555	16.916299559471366	100.7044	51.438942	297.0	11.8	15.9163	-26.950363	20.29457	-4.0748935	-110.69937	384000.0	-9.890919e-08	971.6712	-0.00778858	-527.5225	0.3667531	0.0037256712	0.085299455	79.0	326.2971839904785
64	178	221	67	0.37640449438202245	21.235955056179776	121.11743	57.48927	307.3	16.7	20.235954	-9.590688	16.383442	47.30925	-39.38902	390000.0	-3.6416022e-08	502.65277	-0.010393865	-222.45639	0.3071795	0.0152157815	0.088337466	14.0	336.02306628227234
65	111	148	46	0.4144144144144144	33.927927927927925	138.11891	142.27167	331.4	-841.7	32.92793	1.4689448	9.291952	46.062454	-10.7566185	396000.0	4.937279e-09	58285.234	-0.002800269	-982.9375	0.20239608	0.003828229	0.054360323	79.0	342.79874420166016
66	147	228	72	0.4897959183673469	26.156462585034014	107.72858	156.28287	323.2	-893.0	25.156462	-6.2494063	12.905106	26.061066	-70.28867	402000.0	-1.0455417e-08	115270.26	-0.0034778703	-3327.9297	0.2631185	0.01269999	0.07127677	79.0	354.98015999794006
67	229	312	101	0.4410480349344978	16.336244541484717	97.78516	47.27842	278.9	9.1	15.336245	-35.63578	26.317593	-0.63248074	-124.90455	408000.0	2.4656626e-07	1299.4738	-0.006050691	-743.6318	0.36066732	0.00341756	0.06237558	79.0	365.48035621643066
68	185	226	68	0.3675675675675676	20.556756756756755	117.16109	52.884712	273.4	18.2	19.556757	-13.104091	16.139008	21.064022	-58.23227	414000.0	-7.057674e-09	585.22797	-0.008815434	-271.6475	0.31562698	0.0021846332	0.03668523	79.0	373.27191710472107
69	140	200	61	0.4357142857142857	27.12857142857143	125.75785	133.10957	341.5	-1008.8	26.12857	-0.3623319	13.542284	40.958923	-56.79866	420000.0	7.468965e-09	58053.28	-0.001905826	-961.46094	0.27074108	0.008724837	0.061358776	79.0	382.7023901939392
70	209	313	97	0.46411483253588515	17.91866028708134	103.517235	51.396236	299.6	13.4	16.918661	-8.465472	18.450874	40.060482	-65.961655	426000.0	4.7396465e-08	490.61356	-0.010676243	-206.51627	0.3441926	0.0152448565	0.103482425	14.0	388.2779440879822
71	115	181	58	0.5043478260869565	32.54782608695652	108.01304	193.96779	278.8	-907.4	31.547827	1.7868141	13.14163	40.280533	-29.006317	432000.0	1.1526901e-08	143325.34	-0.0033354287	-4859.1094	0.23393904	0.015318575	0.049070753	76.0	398.01310420036316
72	206	314	98	0.47572815533980584	18.75242718446602	112.47621	57.187706	328.0	11.8	17.752428	-17.616	29.592712	28.8694	-105.824875	438000.0	-5.4275752e-08	959.68726	-0.0059633194	-316.62213	0.33641538	0.0041064797	0.057119206	79.0	409.341028213501
73	170	244	78	0.4588235294117647	22.33529411764706	115.04765	81.24081	311.8	-643.5	21.335295	-14.310935	26.316616	34.07509	-90.30275	444000.0	-4.498254e-09	29338.018	-0.0014052863	-429.98438	0.28085476	0.0006703592	0.031322505	79.0	419.4508762359619
74	180	250	80	0.4444444444444444	20.633333333333333	119.60221	56.127903	284.3	14.4	19.633333	-16.763893	28.337473	26.772583	-98.02049	450000.0	-4.720222e-08	878.7436	-0.0069475705	-335.84357	0.2982669	0.0017382094	0.0054626716	79.0	429.8105311393738
75	150	215	69	0.46	25.8	89.709335	191.48793	352.0	-957.6	24.8	-2.1867385	19.796635	35.14119	-81.969154	456000.0	1.557522e-09	177806.36	-0.0055768844	-10912.047	0.2641912	0.0150655005	0.06918344	61.0	438.45346212387085
76	255	364	117	0.4588235294117647	14.650980392156862	86.74903	48.76874	259.6	2.6	13.65098	-61.047688	38.025368	-7.4021225	-173.25003	462000.0	1.9574986e-07	2569.1733	-0.007023972	-942.525	0.36736315	0.0024760703	0.047438644	79.0	446.76316714286804
77	239	349	112	0.4686192468619247	15.686192468619247	99.72887	47.52375	274.5	9.1	14.6861925	-37.73665	32.602505	-2.2034245	-121.2273	468000.0	-7.0634314e-08	1572.6521	-0.004128122	-652.54254	0.37615728	0.0018160419	0.025666501	79.0	452.8682749271393
78	234	364	117	0.5	16.021367521367523	102.36709	48.608204	278.2	16.7	15.021367	-19.814384	27.009737	1.6644377	-105.69165	474000.0	-1.7007272e-08	913.122	-0.006507918	-428.12653	0.3577262	0.0034760688	0.071250625	79.0	458.93053913116455
79	194	312	100	0.5154639175257731	19.938144329896907	108.230934	87.856636	319.6	-815.1	18.938145	-5.232359	15.613966	10.42638	-60.652847	480000.0	-8.693554e-09	29851.229	-0.0018682587	-141.63477	0.30221915	0.002325897	0.041154996	79.0	469.74486017227173
80	208	313	101	0.4855769230769231	19.02403846153846	110.98847	59.73491	328.6	-12.6	18.024038	-2.3294957	9.548877	12.247447	-32.404152	486000.0	-7.065122e-09	347.25598	-0.015846185	-45.608765	0.33097535	0.016498758	0.1021611	10.0	480.9781949520111
81	130	198	64	0.49230769230769234	31.015384615384615	124.22462	198.2039	364.6	-1150.8	30.015385	0.063130125	8.790435	14.768477	-24.352142	492000.0	2.2174143e-08	117195.055	-0.0038359452	-3924.1016	0.22522837	0.0043989094	0.046523098	79.0	492.66125226020813
82	165	236	77	0.4666666666666667	22.945454545454545	128.66547	56.70974	331.4	16.9	21.945454	-15.474936	17.313227	-3.3211975	-88.34595	498000.0	9.227842e-08	720.9192	-0.003986826	-41.190918	0.2848258	0.0021720894	0.048503783	79.0	502.5536289215088
83	143	240	79	0.5524475524475524	26.16083916083916	118.405594	138.61125	276.5	-887.7	25.16084	-13.928513	17.251583	-2.0589018	-86.4423	504000.0	9.9686694e-09	87991.07	-0.004436577	-585.46875	0.24812381	0.015256063	0.07057654	74.0	510.30772519111633
84	246	390	124	0.5040650406504065	15.386178861788618	94.17399	51.43605	283.1	-0.5	14.386179	-25.104342	19.528866	-7.044865	-93.69418	510000.0	-4.1686246e-08	842.3562	-0.013231189	-129.13922	0.3647988	0.0041893227	0.06456953	79.0	522.9238290786743
85	201	293	94	0.46766169154228854	19.592039800995025	110.114426	79.0347	276.2	-681.8	18.59204	-17.485275	15.931005	-4.577096	-85.14504	516000.0	-2.376343e-08	29521.57	-0.0009456209	-12.896484	0.33191174	0.0037115035	0.057894737	79.0	531.9473452568054
86	254	373	120	0.47244094488188976	14.68503937007874	90.26339	46.694542	252.9	8.2	13.6850395	-16.921862	15.562034	-4.0831347	-82.02681	522000.0	-1.8966915e-07	631.33325	-0.012285598	-108.1676	0.37644857	0.015028173	0.12662014	9.0	543.6688063144684
87	156	244	76	0.48717948717948717	24.48076923076923	127.50065	60.339756	323.2	14.9	23.48077	-12.134967	14.052875	-1.3473382	-74.44315	528000.0	-6.361837e-08	627.7312	-0.004760282	-58.44873	0.27840838	0.0008508654	0.031496063	79.0	552.4468350410461
88	145	218	69	0.47586206896551725	25.944827586206898	135.58484	59.15084	336.7	29.0	24.944828	-7.364212	12.953415	2.4402444	-68.46591	534000.0	-3.5480365e-08	490.15094	-0.0057044104	-49.874023	0.25035247	0.002355529	0.029324057	79.0	557.829231262207
89	115	192	62	0.5391304347826087	32.426086956521736	100.43391	222.99846	285.5	-1073.3	31.426086	-4.33363	11.203006	8.210518	-63.113033	540000.0	-6.498842e-09	145593.75	-0.0039574597	-3346.1406	0.21717681	0.015044121	0.056040876	63.0	569.5625522136688
90	198	294	94	0.47474747474747475	19.015151515151516	109.47323	55.784996	333.6	3.3	18.015152	-27.784443	18.828863	-8.398064	-89.0029	546000.0	-6.0867166e-08	978.16516	-0.0041325833	-131.94696	0.32250383	0.0011360205	0.0180374	79.0	584.4901790618896
91	186	282	92	0.4946236559139785	20.607526881720432	119.24462	57.627697	351.5	15.6	19.607527	-21.989641	16.71123	-6.614481	-83.85268	552000.0	7.358355e-08	881.7926	-0.0044389637	-186.77893	0.30044988	0.0035416645	0.071794026	79.0	598.0714612007141
92	143	230	76	0.5314685314685315	25.657342657342657	128.01959	90.19408	289.0	-758.9	24.657343	-16.172861	14.6042185	-3.7984064	-76.15509	558000.0	7.167871e-09	29462.67	-0.0008524153	-28.248047	0.2606848	0.003204849	0.0455663	79.0	606.0064601898193
93	187	273	89	0.47593582887700536	19.74866310160428	112.583954	50.487816	269.0	25.7	18.748663	-16.149511	14.19232	-3.9213233	-74.50943	564000.0	-5.235117e-08	690.41296	-0.010115094	-123.79944	0.30450574	0.0044635595	0.07208995	79.0	619.5572350025177
94	147	206	67	0.4557823129251701	26.020408163265305	133.4136	112.75377	324.8	-1024.8	25.020409	-10.140988	12.098582	-1.5009645	-67.34789	570000.0	6.310418e-09	29589.754	-0.0020225525	-18.703125	0.25295618	0.0046364446	0.05531704	79.0	630.8200671672821
95	185	261	85	0.4594594594594595	21.291891891891893	119.83729	62.008633	316.0	11.8	20.291891	-10.778512	10.928091	-2.172206	-66.324524	576000.0	9.7247714e-08	570.3024	-0.008441412	-64.780396	0.3137554	0.0051053264	0.062479448	79.0	641.3128111362457
96	137	210	68	0.49635036496350365	27.912408759124087	126.24964	126.68646	284.0	-813.8	26.912409	-7.610153	10.112661	-0.19723952	-57.04723	582000.0	6.0981487e-09	57963.773	-0.0023164528	-499.10156	0.25171	0.014134538	0.06700524	79.0	650.158616065979
97	228	351	116	0.5087719298245614	16.43421052631579	100.14255	53.140583	315.9	14.9	15.434211	-16.086275	13.145545	-3.691177	-57.290077	588000.0	1.5170659e-07	607.1136	-0.012196513	-180.21231	0.3553462	0.015615847	0.113076545	10.0	657.041433095932
98	138	210	68	0.4927536231884058	26.920289855072465	127.93985	114.94542	323.2	-997.9	25.92029	-8.259815	7.870555	-1.249598	-39.010265	594000.0	-1.04924895e-08	29676.818	-0.0008013821	-45.92383	0.2493099	0.0012645379	0.04254967	79.0	678.5851702690125
99	151	233	76	0.5033112582781457	24.874172185430464	135.36887	56.110085	319.6	14.4	23.874172	-9.780555	7.9958234	-0.738147	-40.730972	600000.0	1.205586e-08	496.18503	-0.0078489985	-73.83353	0.28569615	0.0022418168	0.07283465	79.0	692.861976146698
100	120	155	51	0.425	32.25	130.15834	161.7288	372.1	-889.8	31.25	-5.529526	6.766651	1.5999793	-34.59972	606000.0	-8.596918e-09	87138.58	-0.0027504459	-1295.3906	0.22424205	0.015193087	0.05862069	67.0	706.3011240959167
